text,label
"Bonus akhir proyek konstruksi",Bonus
"Insentif pencapaian Q3",Bonus
"Bonus loyalitas 5 tahun kerja",Bonus
"Reward penjualan tertinggi mingguan",Bonus
"Extra bonus karena kerja lembur",Bonus
"Pendapatan freelance voice dubbing",Freelance
"Jasa pembuatan presentasi bisnis",Freelance
"Bayaran kerja event organizer lepas",Freelance
"Fee penulisan laporan keuangan",Freelance
"Jasa setup komputer freelance",Freelance
"Dividen saham teknologi asing",Dividend
"Dividend payout dari reksadana pasar uang",Dividend
"Dividen tahunan perusahaan konstruksi",Dividend
"Hasil dividen saham energi",Dividend
"Pendapatan dividen ETF sektor kesehatan",Dividend
"Uang sewa rumah tahunan",Rental
"Sewa properti kontrakan",Rental
"Pendapatan sewa alat berat",Rental
"Sewa mingguan motor matic",Rental
"Pembayaran sewa lapak pasar",Rental
"Tunjangan Lebaran dari instansi pendidikan",Holiday Bonus
"Holiday bonus untuk karyawan tetap",Holiday Bonus
"Bonus natal dari manajemen",Holiday Bonus
"Year-end allowance dari perusahaan",Holiday Bonus
"Bonus THR dari lembaga swasta",Holiday Bonus
"Pendapatan dari jual kamera DSLR",Asset Sale
"Hasil penjualan furnitur bekas",Asset Sale
"Jual peralatan dapur second",Asset Sale
"Penjualan lukisan pribadi",Asset Sale
"Keuntungan jual alat elektronik lama",Asset Sale
"Transfer mingguan dari wali murid",Allowance
"Uang bulanan dari kakak",Allowance
"Dana dukungan pendidikan",Allowance
"Biaya bulanan dari orang tua angkat",Allowance
"Uang makan harian dari keluarga",Allowance
"Hibah dari keluarga besar",Inheritance
"Warisan saham dari ayah",Inheritance
"Uang hasil jual harta warisan",Inheritance
"Pembagian tanah warisan keluarga",Inheritance
"Harta turunan dari leluhur",Inheritance
"Dana pensiun eks karyawan BUMN",Pension
"Transfer pensiun mantan direktur",Pension
"Penghasilan bulanan pensiunan guru",Pension
"Dana pensiun tetap pensiunan swasta",Pension
"Pembayaran rutin dana pensiun",Pension
"Refund tiket bioskop yang dibatalkan",Refund
"Pengembalian dana pembelian buku online",Refund
"Refund langganan majalah digital",Refund
"Uang kembali dari merchant e-wallet",Refund
"Pengembalian produk karena rusak",Refund
"Keuntungan mingguan toko kue",Small Business
"Hasil penjualan warung sarapan",Small Business
"Pendapatan usaha jasa fotokopi",Small Business
"Omzet bisnis kerajinan tangan",Small Business
"Penghasilan harian dari food truck",Small Business
"Hadiah lomba menulis cerpen",Gift
"Gift card dari rekan kerja",Gift
"Hadiah ulang tahun dari perusahaan",Gift
"Pemberian uang saat wisuda",Gift
"Hadiah dari event komunitas",Gift
"Return dari deposito jangka pendek",Investment
"Imbal hasil bulanan dari P2P lending",Investment
"Pendapatan saham reksa dana indeks",Investment
"Keuntungan dari emas digital",Investment
"Dividen tahunan dari ETF luar negeri",Investment
